PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck,Transported
0129_01,1,1,7,22,2,2,22.0,0,0.0,0.0,-1.0,645,2056,0.0,0.0,1
0133_01,2,1,6,29,2,3,19.0,0,0.0,0.0,0.0,1644,412,0.0,0.0,1
0133_02,2,0,4,5,2,3,36.0,0,2738.0,0.0,0.0,814,412,0.0,0.0,0
0134_01,1,0,7,17,1,3,19.0,0,0.0,14.0,730.0,914,2151,0.0,0.0,1
0136_01,1,0,7,23,2,2,47.0,0,97.0,418.0,126.0,2399,1954,25.0,55.0,0
0138_01,1,1,7,18,1,3,13.0,0,0.0,0.0,0.0,1044,900,0.0,0.0,1
0138_02,1,0,5,5,1,0,34.0,0,0.0,22.0,0.0,1803,900,564.0,207.0,0
0139_01,3,1,3,6,2,1,35.0,0,0.0,0.0,0.0,1189,22,0.0,0.0,1
0140_01,1,1,7,19,1,3,24.0,0,0.0,0.0,0.0,1249,1169,0.0,0.0,1
0140_02,1,0,6,29,1,3,26.0,0,440.0,0.0,0.0,467,1049,0.0,462.0,0
0141_01,2,0,6,30,1,3,31.0,0,-1.0,0.0,97.0,2724,1471,0.0,0.0,0
0144_01,1,0,6,31,2,3,20.0,0,0.0,420.0,210.0,446,358,0.0,0.0,1
0146_01,1,0,7,25,2,3,56.0,0,0.0,0.0,0.0,259,1214,0.0,0.0,0
0147_01,1,1,7,26,2,3,50.0,0,0.0,0.0,0.0,1750,1068,0.0,0.0,1
0148_01,2,0,6,31,1,3,42.0,0,1072.0,0.0,10.0,2437,2197,0.0,76.0,0
0149_01,1,1,7,27,2,1,-1.0,0,0.0,0.0,0.0,661,1068,0.0,0.0,1
0151_01,1,1,7,20,1,1,38.0,0,0.0,0.0,0.0,735,1540,0.0,0.0,0
0152_01,1,0,6,32,1,0,41.0,0,0.0,0.0,0.0,1553,1420,0.0,607.0,0
0160_01,1,0,7,22,1,3,22.0,0,4119.0,0.0,0.0,1514,1928,0.0,61.0,0
0163_01,3,1,2,8,1,3,26.0,0,0.0,0.0,0.0,230,477,0.0,0.0,1
0163_02,3,1,2,8,1,3,17.0,0,0.0,0.0,0.0,1717,477,0.0,0.0,1
0164_01,1,0,7,28,2,3,57.0,0,50.0,1688.0,0.0,1836,234,-1.0,135.0,1
0164_02,1,1,7,28,2,2,17.0,0,0.0,0.0,0.0,236,234,0.0,0.0,0
0165_01,2,1,6,37,1,3,35.0,-1,0.0,0.0,0.0,791,302,0.0,0.0,1
0167_01,2,1,6,35,2,3,13.0,0,0.0,0.0,0.0,1420,1475,0.0,0.0,1
0167_02,2,0,6,35,2,3,27.0,0,1365.0,0.0,48.0,8,1475,22.0,137.0,0
0169_01,1,1,7,23,1,3,31.0,0,0.0,0.0,0.0,2311,1433,0.0,0.0,0
0170_01,1,0,5,10,2,3,24.0,0,0.0,0.0,0.0,1103,467,221.0,567.0,0
0171_01,1,1,7,30,2,2,19.0,0,0.0,0.0,0.0,1211,1484,0.0,0.0,1
0172_01,1,1,7,24,1,3,32.0,0,0.0,0.0,0.0,2142,918,0.0,0.0,1
0173_01,1,-1,5,11,2,3,58.0,0,0.0,985.0,0.0,192,2008,5.0,0.0,1
0174_01,1,0,6,38,1,1,21.0,0,287.0,0.0,16.0,2841,1988,115.0,175.0,0
0177_01,3,0,2,2,2,3,38.0,0,0.0,10346.0,1.0,2211,2085,14970.0,2111.0,0
0178_01,2,0,4,6,2,3,38.0,0,3414.0,0.0,161.0,1733,1251,28.0,119.0,0
0179_01,1,0,7,26,1,3,19.0,0,1.0,219.0,673.0,6,2004,2.0,11.0,1
0179_02,1,0,7,26,1,3,0.0,0,0.0,0.0,0.0,1972,2004,0.0,0.0,0
0179_03,1,0,7,26,1,3,3.0,0,0.0,0.0,0.0,1430,2004,0.0,0.0,1
0181_01,1,0,7,27,1,3,20.0,0,0.0,0.0,3.0,1885,2143,299.0,92.0,0
0182_01,3,1,3,3,1,3,24.0,0,0.0,0.0,0.0,1856,508,0.0,0.0,1
0183_01,1,0,6,36,2,3,37.0,0,17.0,146.0,426.0,1710,1550,0.0,232.0,1
0186_01,1,0,7,28,1,3,25.0,0,62.0,0.0,0.0,787,684,0.0,956.0,0
0188_01,1,1,7,31,2,3,56.0,0,0.0,0.0,0.0,61,729,0.0,0.0,1
0189_01,1,0,5,8,1,1,49.0,0,84.0,3.0,401.0,2579,867,202.0,98.0,0
0190_01,1,1,7,32,2,1,11.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0,0
0192_01,1,1,7,29,1,3,1.0,0,0.0,0.0,0.0,1759,999,0.0,0.0,1
0192_02,1,0,7,29,1,3,8.0,0,0.0,0.0,0.0,1205,999,0.0,0.0,0
0192_03,1,0,7,29,1,3,39.0,0,0.0,0.0,10.0,2526,999,898.0,0.0,0
0193_01,2,1,6,41,1,3,2.0,0,0.0,0.0,0.0,1186,1536,0.0,0.0,1
0193_02,2,0,6,41,1,3,23.0,0,-1.0,0.0,8.0,441,1536,1072.0,0.0,0
0193_03,2,0,6,41,1,3,0.0,0,0.0,0.0,0.0,1889,1536,0.0,0.0,1
0195_01,2,0,6,42,1,3,39.0,0,406.0,0.0,867.0,1727,1475,0.0,0.0,1
0196_01,2,0,4,5,1,2,25.0,0,1052.0,0.0,719.0,905,1309,0.0,7.0,0
0197_01,3,0,3,5,1,3,36.0,0,0.0,972.0,0.0,1892,1209,795.0,575.0,0
0198_01,1,-1,7,30,1,2,52.0,0,0.0,0.0,0.0,1504,301,0.0,0.0,1
0199_01,1,1,7,33,2,3,18.0,0,0.0,0.0,0.0,694,2075,0.0,0.0,0
0200_01,1,1,7,31,1,3,15.0,0,0.0,0.0,0.0,371,179,0.0,0.0,1
0201_01,3,1,2,3,2,3,35.0,0,0.0,0.0,0.0,1683,2406,0.0,0.0,1
0201_02,3,1,2,3,2,3,47.0,0,0.0,0.0,0.0,2446,2406,0.0,0.0,1
0202_01,3,1,2,9,1,1,45.0,0,0.0,0.0,0.0,2550,570,0.0,0.0,1
0202_02,3,0,1,2,1,1,-1.0,0,0.0,2433.0,-1.0,2753,570,878.0,443.0,1
0203_01,3,1,3,8,2,3,51.0,0,0.0,0.0,0.0,707,2043,0.0,0.0,1
0205_01,1,0,7,34,2,3,29.0,0,0.0,2.0,66.0,1738,213,0.0,705.0,0
0206_01,3,0,3,9,2,1,-1.0,0,2.0,1720.0,12.0,2071,63,1125.0,122.0,1
0207_01,1,1,7,32,1,2,19.0,0,0.0,0.0,0.0,2873,1379,0.0,0.0,0
0210_01,0,1,4,6,1,1,24.0,0,0.0,0.0,-1.0,388,1690,0.0,0.0,1
0211_01,2,0,6,44,1,3,29.0,0,902.0,1.0,137.0,57,1451,0.0,0.0,1
0211_02,2,1,6,44,1,3,11.0,0,0.0,0.0,0.0,2437,1451,0.0,0.0,1
0211_03,2,0,6,44,1,3,17.0,0,848.0,0.0,307.0,2555,1280,182.0,0.0,0
0212_01,1,0,5,9,1,3,13.0,0,192.0,0.0,0.0,710,630,51.0,739.0,0
0212_02,1,0,6,45,1,3,35.0,0,147.0,188.0,0.0,2806,630,10.0,387.0,0
0213_01,1,0,6,46,1,3,21.0,0,367.0,281.0,0.0,1474,2030,0.0,146.0,0
0216_01,1,0,6,40,2,1,21.0,0,0.0,56.0,0.0,1198,787,0.0,1918.0,0
0217_01,1,0,6,47,1,3,38.0,0,1517.0,0.0,0.0,107,543,27.0,0.0,0
0219_01,1,1,7,36,1,3,19.0,0,0.0,0.0,0.0,826,2093,0.0,0.0,1
0220_01,1,1,7,37,1,3,2.0,0,0.0,0.0,0.0,2568,645,0.0,0.0,1
0220_02,1,0,7,37,1,3,0.0,0,0.0,0.0,0.0,2214,645,0.0,0.0,1
0220_03,1,1,7,37,1,3,13.0,0,0.0,0.0,0.0,1190,645,0.0,0.0,0
0220_04,1,0,5,10,1,3,25.0,0,122.0,84.0,-1.0,1366,645,0.0,0.0,0
0220_05,1,0,6,48,1,3,16.0,0,0.0,3.0,0.0,189,645,0.0,1099.0,0
0220_06,1,0,7,37,1,1,1.0,0,0.0,0.0,0.0,597,645,0.0,0.0,0
0220_07,1,1,7,37,1,3,15.0,0,0.0,0.0,0.0,2391,645,0.0,0.0,1
0221_01,2,0,5,13,2,1,21.0,0,2237.0,0.0,119.0,2263,1724,0.0,0.0,0
0221_02,2,0,5,13,2,3,23.0,0,1215.0,80.0,1.0,1097,700,2.0,0.0,0
0221_03,2,0,5,13,2,3,33.0,0,1933.0,12.0,188.0,1797,700,1.0,0.0,0
0221_04,2,1,5,13,2,3,21.0,0,0.0,0.0,0.0,2600,700,0.0,0.0,1
0221_05,2,0,5,13,2,3,41.0,0,1230.0,0.0,301.0,2504,700,43.0,1023.0,0
0221_06,2,0,5,13,2,3,16.0,0,915.0,0.0,221.0,2832,700,234.0,0.0,0
0221_07,2,1,5,13,2,3,42.0,0,0.0,0.0,0.0,1533,700,0.0,0.0,0
0222_01,2,0,6,41,2,3,20.0,0,1406.0,0.0,0.0,15,774,11.0,0.0,0
0222_02,2,1,6,41,2,3,24.0,0,0.0,0.0,0.0,2563,540,0.0,0.0,1
0222_03,2,1,5,14,2,3,16.0,0,0.0,0.0,0.0,809,774,0.0,0.0,1
0223_01,1,0,7,35,2,3,21.0,0,0.0,2.0,665.0,2328,1808,0.0,9.0,0
0224_01,2,0,6,42,2,3,32.0,1,181.0,0.0,5.0,1590,297,1634.0,0.0,0
0225_01,1,1,7,38,1,2,58.0,0,0.0,0.0,0.0,1481,659,0.0,0.0,1
0229_01,1,0,6,43,2,3,24.0,0,4.0,7.0,0.0,1364,1729,713.0,79.0,0
0231_01,2,0,6,44,2,3,30.0,0,85.0,0.0,1.0,391,462,1720.0,0.0,0
0232_01,1,1,7,36,2,2,27.0,0,0.0,-1.0,0.0,826,1750,0.0,0.0,0
0233_01,2,0,6,45,2,3,32.0,0,56.0,0.0,256.0,781,610,1438.0,0.0,0
0234_01,1,0,6,50,1,3,43.0,0,-1.0,888.0,0.0,1139,1418,0.0,0.0,0
0237_01,3,1,2,11,1,3,42.0,0,0.0,0.0,0.0,2113,690,0.0,0.0,1
0239_01,2,0,0,0,0,3,37.0,0,637.0,0.0,0.0,2203,295,92.0,319.0,0
0240_01,2,1,6,52,1,3,35.0,0,0.0,0.0,0.0,332,2245,0.0,0.0,1
0241_01,3,-1,5,11,1,1,33.0,0,0.0,1249.0,0.0,1601,1675,4812.0,1116.0,0
0242_01,0,0,6,46,2,3,18.0,0,313.0,1.0,691.0,1341,90,283.0,0.0,0
0243_01,1,1,7,37,2,3,21.0,0,0.0,0.0,0.0,2526,581,0.0,0.0,0
0244_01,2,1,0,0,0,3,43.0,0,0.0,0.0,0.0,2299,1136,0.0,0.0,1
0244_02,2,1,6,47,2,1,14.0,-1,0.0,0.0,0.0,1545,1136,0.0,0.0,1
0245_01,3,0,3,6,1,1,46.0,0,0.0,3571.0,0.0,1945,1942,0.0,7.0,1
0245_02,3,0,3,6,1,3,33.0,0,0.0,86.0,796.0,950,1942,584.0,10912.0,0
0246_01,2,0,4,8,1,3,21.0,0,2947.0,0.0,287.0,2677,332,27.0,0.0,0
0248_01,3,0,3,10,2,3,33.0,0,0.0,1.0,0.0,2721,1860,8620.0,1063.0,0
0250_01,1,1,7,38,2,2,47.0,0,-1.0,0.0,0.0,561,1212,0.0,0.0,0
0251_01,0,1,3,11,2,1,54.0,0,0.0,0.0,0.0,416,1460,0.0,0.0,1
0252_01,1,0,6,53,1,3,30.0,0,335.0,695.0,541.0,2274,795,0.0,0.0,0
0253_01,1,0,7,42,1,3,29.0,0,272.0,615.0,0.0,531,903,0.0,1.0,0
0254_01,1,0,6,54,1,3,21.0,0,702.0,172.0,408.0,645,670,2.0,6.0,1
0255_01,3,1,1,3,2,3,24.0,0,0.0,0.0,0.0,1158,2270,0.0,0.0,1
0257_01,2,0,6,49,2,1,21.0,0,1664.0,0.0,-1.0,1386,1391,0.0,0.0,0
0257_02,2,1,6,49,2,3,60.0,0,0.0,0.0,0.0,1957,1391,0.0,0.0,1
0258_01,1,0,6,50,2,3,22.0,0,0.0,0.0,313.0,1052,1759,299.0,92.0,0
0260_01,3,0,5,16,2,3,26.0,0,0.0,4810.0,0.0,2530,2036,981.0,2054.0,0
0261_01,1,0,6,56,1,3,26.0,0,66.0,29.0,0.0,1994,695,0.0,803.0,0
0263_01,1,1,7,43,1,3,28.0,0,0.0,0.0,0.0,1084,2311,0.0,0.0,1
0265_01,3,1,4,8,2,3,39.0,0,0.0,0.0,0.0,610,527,-1.0,0.0,1
0267_01,1,0,6,51,2,3,13.0,0,118.0,0.0,0.0,2526,1665,754.0,1.0,0
0269_01,1,0,6,52,2,1,47.0,0,0.0,231.0,592.0,1380,1687,0.0,0.0,1
0270_01,1,0,6,59,1,3,63.0,0,0.0,25.0,128.0,1418,1908,0.0,1240.0,0
0275_01,3,1,4,9,2,1,-1.0,0,0.0,0.0,0.0,85,419,0.0,0.0,1
0277_01,1,0,6,61,1,1,50.0,0,44.0,2390.0,0.0,420,2051,53.0,0.0,1
0278_01,1,0,0,0,0,3,35.0,0,0.0,0.0,0.0,2696,1489,888.0,-1.0,0
0278_02,1,0,7,45,1,3,45.0,0,0.0,97.0,0.0,2223,1489,14.0,333.0,0
0281_01,1,0,6,63,1,3,19.0,0,0.0,0.0,2078.0,1408,114,0.0,0.0,1
0282_01,1,0,6,54,2,3,21.0,0,0.0,918.0,0.0,812,1043,0.0,0.0,1
0283_01,1,1,7,46,1,2,29.0,0,0.0,0.0,0.0,659,717,0.0,0.0,1
0283_02,1,0,6,64,1,3,22.0,0,146.0,654.0,1.0,2036,717,0.0,2.0,1
0285_01,3,1,5,16,1,3,14.0,0,0.0,0.0,0.0,969,1141,0.0,0.0,1
0285_02,3,1,5,16,1,1,42.0,0,0.0,0.0,0.0,2479,1141,0.0,0.0,1
0286_01,1,0,6,65,1,1,57.0,0,3.0,1281.0,29.0,1474,2277,162.0,13.0,0
0287_01,3,1,0,0,0,1,39.0,0,0.0,0.0,0.0,1490,68,0.0,0.0,1
0287_02,3,0,2,12,1,3,28.0,0,0.0,587.0,32.0,1293,68,6.0,1460.0,0
0288_01,1,0,6,55,2,1,19.0,0,0.0,0.0,0.0,1514,1071,0.0,828.0,0
0289_01,3,1,3,12,2,1,19.0,0,0.0,0.0,0.0,1805,1411,0.0,0.0,1
0290_01,3,0,2,7,2,1,26.0,0,0.0,4458.0,0.0,495,1353,1157.0,262.0,1
0290_02,3,1,2,7,2,3,17.0,0,0.0,0.0,0.0,1012,1353,0.0,0.0,1
0290_03,3,-1,2,7,2,3,43.0,0,0.0,0.0,0.0,2483,1353,0.0,0.0,1
0290_04,3,0,2,7,2,1,9.0,0,0.0,0.0,0.0,183,1353,0.0,0.0,1
0291_01,3,0,4,10,2,3,40.0,0,0.0,6500.0,88.0,148,671,1090.0,0.0,1
0294_01,3,1,2,8,2,3,50.0,0,0.0,0.0,0.0,1539,1350,-1.0,0.0,1
0297_01,1,0,7,47,1,3,24.0,0,90.0,2.0,1324.0,1559,200,17.0,0.0,1
0298_01,3,1,1,3,1,1,57.0,0,0.0,0.0,0.0,1224,306,0.0,0.0,1
